DRUG_ID	DRUG_NAME	ID_TYPE	IDENTIFIER
2605	tertatolol	IUPHAR_LIGAND_ID	571
1037	eprosartan	IUPHAR_LIGAND_ID	588
1481	irbesartan	IUPHAR_LIGAND_ID	589
1610	losartan	IUPHAR_LIGAND_ID	590
2583	telmisartan	IUPHAR_LIGAND_ID	592
3542	saralasin	IUPHAR_LIGAND_ID	598
3096	cholic acid	IUPHAR_LIGAND_ID	609
4186	icatibant	IUPHAR_LIGAND_ID	667
4247	neomycin	IUPHAR_LIGAND_ID	709
1319	glycine	IUPHAR_LIGAND_ID	727
4150	rimonabant	IUPHAR_LIGAND_ID	743
1635	maraviroc	IUPHAR_LIGAND_ID	806
4410	plerixafor	IUPHAR_LIGAND_ID	844
2088	pentagastrin	IUPHAR_LIGAND_ID	870
2360	rebamipide	IUPHAR_LIGAND_ID	871
834	dexloxiglumide	IUPHAR_LIGAND_ID	889
1614	loxiglumide	IUPHAR_LIGAND_ID	892
2281	proglumide	IUPHAR_LIGAND_ID	893
1153	fenoldopam	IUPHAR_LIGAND_ID	939
947	dopamine	IUPHAR_LIGAND_ID	940
2407	rotigotine	IUPHAR_LIGAND_ID	941
1211	flupentixol	IUPHAR_LIGAND_ID	948
2233	pramipexole	IUPHAR_LIGAND_ID	953
179	amisulpride	IUPHAR_LIGAND_ID	963
945	domperidone	IUPHAR_LIGAND_ID	965
1895	nemonapride	IUPHAR_LIGAND_ID	983
1255	fulvestrant	IUPHAR_LIGAND_ID	1015
2561	tamoxifen	IUPHAR_LIGAND_ID	1016
3323	linoleic acid	IUPHAR_LIGAND_ID	1052
3400	oleic acid	IUPHAR_LIGAND_ID	1054
2405	rosiglitazone	IUPHAR_LIGAND_ID	1056
4211	acetic acid	IUPHAR_LIGAND_ID	1058
282	baclofen	IUPHAR_LIGAND_ID	1084
4164	liraglutide	IUPHAR_LIGAND_ID	1133
2994	glucagon	IUPHAR_LIGAND_ID	1136
2968	triptorelin	IUPHAR_LIGAND_ID	1177
35	abarelix	IUPHAR_LIGAND_ID	1188
583	cetrorelix	IUPHAR_LIGAND_ID	1190
1375	histamine	IUPHAR_LIGAND_ID	1204
581	cetirizine	IUPHAR_LIGAND_ID	1222
916	diphenhydramine	IUPHAR_LIGAND_ID	1224
956	doxepin	IUPHAR_LIGAND_ID	1225
2763	triprolidine	IUPHAR_LIGAND_ID	1228
645	cimetidine	IUPHAR_LIGAND_ID	1231
2358	ranitidine	IUPHAR_LIGAND_ID	1234
4836	afamelanotide	IUPHAR_LIGAND_ID	1324
2355	ramelteon	IUPHAR_LIGAND_ID	1356
2410	roxithromycin	IUPHAR_LIGAND_ID	1465
1564	levocabastine	IUPHAR_LIGAND_ID	1586
2835	nicotinic acid	IUPHAR_LIGAND_ID	1588
76	acipimox	IUPHAR_LIGAND_ID	1596
1164	fentanyl	IUPHAR_LIGAND_ID	1626
1845	morphine	IUPHAR_LIGAND_ID	1627
1876	nalmefene	IUPHAR_LIGAND_ID	1628
1877	nalorphine	IUPHAR_LIGAND_ID	1629
1878	naloxone	IUPHAR_LIGAND_ID	1638
1765	naltrexone	IUPHAR_LIGAND_ID	1639
4673	nalfurafine	IUPHAR_LIGAND_ID	1651
1874	nalbuphine	IUPHAR_LIGAND_ID	1663
434	buprenorphine	IUPHAR_LIGAND_ID	1670
725	codeine	IUPHAR_LIGAND_ID	1673
2966	suramin	IUPHAR_LIGAND_ID	1728
3639	uridine triphosphate	IUPHAR_LIGAND_ID	1734
4900	diquafosol	IUPHAR_LIGAND_ID	1736
4184	ticagrelor	IUPHAR_LIGAND_ID	1765
1422	iloprost	IUPHAR_LIGAND_ID	1895
1440	indomethacin	IUPHAR_LIGAND_ID	1909
2354	ramatroban	IUPHAR_LIGAND_ID	1911
631	cicaprost	IUPHAR_LIGAND_ID	1917
1016	enprostil	IUPHAR_LIGAND_ID	1918
2538	sulprostone	IUPHAR_LIGAND_ID	1919
371	bimatoprost	IUPHAR_LIGAND_ID	1958
343	beraprost	IUPHAR_LIGAND_ID	1967
3165	domitroban	IUPHAR_LIGAND_ID	1979
1420	ifetroban	IUPHAR_LIGAND_ID	1987
4329	pasireotide	IUPHAR_LIGAND_ID	2018
1546	lanreotide	IUPHAR_LIGAND_ID	2031
1980	octreotide	IUPHAR_LIGAND_ID	2055
2955	eledoisin	IUPHAR_LIGAND_ID	2086
2560	taltirelin	IUPHAR_LIGAND_ID	2143
841	dexamfetamine	IUPHAR_LIGAND_ID	2147
3396	octopamine	IUPHAR_LIGAND_ID	2149
2784	tyramine	IUPHAR_LIGAND_ID	2150
2810	vasopressin	IUPHAR_LIGAND_ID	2168
2042	oxytocin	IUPHAR_LIGAND_ID	2174
817	desmopressin	IUPHAR_LIGAND_ID	2182
4004	mozavaptan	IUPHAR_LIGAND_ID	2197
732	conivaptan	IUPHAR_LIGAND_ID	2203
3008	atosiban	IUPHAR_LIGAND_ID	2213
4110	tolvaptan	IUPHAR_LIGAND_ID	2226
267	azasetron	IUPHAR_LIGAND_ID	2285
723	cocaine	IUPHAR_LIGAND_ID	2286
1992	ondansetron	IUPHAR_LIGAND_ID	2290
2781	tubocurarine	IUPHAR_LIGAND_ID	2294
129	alosetron	IUPHAR_LIGAND_ID	2296
897	diltiazem	IUPHAR_LIGAND_ID	2298
1076	ethanol	IUPHAR_LIGAND_ID	2299
1329	granisetron	IUPHAR_LIGAND_ID	2300
2357	ramosetron	IUPHAR_LIGAND_ID	2301
4376	dequalinium	IUPHAR_LIGAND_ID	2313
626	chlorzoxazone	IUPHAR_LIGAND_ID	2322
2382	riluzole	IUPHAR_LIGAND_ID	2326
2876	zoxazolamine	IUPHAR_LIGAND_ID	2327
719	clotrimazole	IUPHAR_LIGAND_ID	2330
1947	nitrendipine	IUPHAR_LIGAND_ID	2334
342	bepridil	IUPHAR_LIGAND_ID	2337
3032	bithionol	IUPHAR_LIGAND_ID	2338
2346	quinidine	IUPHAR_LIGAND_ID	2342
3312	ivabradine	IUPHAR_LIGAND_ID	2357
726	colchicine	IUPHAR_LIGAND_ID	2367
3972	ivermectin	IUPHAR_LIGAND_ID	2373
2256	pregnenolone succinate	IUPHAR_LIGAND_ID	2376
2279	progesterone	IUPHAR_LIGAND_ID	2377
4486	taurine	IUPHAR_LIGAND_ID	2379
4728	tenidap	IUPHAR_LIGAND_ID	2395
432	bupivacaine	IUPHAR_LIGAND_ID	2397
701	clomipramine	IUPHAR_LIGAND_ID	2398
812	desipramine	IUPHAR_LIGAND_ID	2399
1356	halothane	IUPHAR_LIGAND_ID	2401
1634	maprotiline	IUPHAR_LIGAND_ID	2402
1971	nortriptyline	IUPHAR_LIGAND_ID	2404
2815	verapamil	IUPHAR_LIGAND_ID	2406
4167	fingolimod	IUPHAR_LIGAND_ID	2407
854	diazoxide	IUPHAR_LIGAND_ID	2409
1919	nicorandil	IUPHAR_LIGAND_ID	2411
2173	pinacidil	IUPHAR_LIGAND_ID	2412
1314	glibenclamide	IUPHAR_LIGAND_ID	2414
4163	fampridine	IUPHAR_LIGAND_ID	2416
158	amiloride	IUPHAR_LIGAND_ID	2421
470	camphor	IUPHAR_LIGAND_ID	2422
4648	eugenol	IUPHAR_LIGAND_ID	2425
4265	gentamicin	IUPHAR_LIGAND_ID	2427
4245	methyl salicylate	IUPHAR_LIGAND_ID	2431
1925	niflumic acid	IUPHAR_LIGAND_ID	2439
983	econazole	IUPHAR_LIGAND_ID	2446
1193	flufenamic acid	IUPHAR_LIGAND_ID	2447
1800	miconazole	IUPHAR_LIGAND_ID	2449
666	citric acid	IUPHAR_LIGAND_ID	2478
3064	capsaicin	IUPHAR_LIGAND_ID	2486
4258	thymol	IUPHAR_LIGAND_ID	2499
1493	isoflurane	IUPHAR_LIGAND_ID	2505
4523	quinine	IUPHAR_LIGAND_ID	2510
1922	nifedipine	IUPHAR_LIGAND_ID	2514
1797	mibefradil	IUPHAR_LIGAND_ID	2522
1937	nimodipine	IUPHAR_LIGAND_ID	2523
1942	nisoldipine	IUPHAR_LIGAND_ID	2524
1909	nicardipine	IUPHAR_LIGAND_ID	2559
1176	flecainide	IUPHAR_LIGAND_ID	2560
2291	propafenone	IUPHAR_LIGAND_ID	2561
176	amiodarone	IUPHAR_LIGAND_ID	2566
4655	tedisamil	IUPHAR_LIGAND_ID	2567
1527	ketoconazole	IUPHAR_LIGAND_ID	2568
2633	thiopental	IUPHAR_LIGAND_ID	2579
1920	nicotine	IUPHAR_LIGAND_ID	2585
2440	sibutramine	IUPHAR_LIGAND_ID	2586
274	azimilide	IUPHAR_LIGAND_ID	2588
1663	mefenamic acid	IUPHAR_LIGAND_ID	2593
1215	flupirtine	IUPHAR_LIGAND_ID	2598
4588	linopirdine	IUPHAR_LIGAND_ID	2599
249	astemizole	IUPHAR_LIGAND_ID	2603
942	dofetilide	IUPHAR_LIGAND_ID	2604
2600	terfenadine	IUPHAR_LIGAND_ID	2608
1097	etidocaine	IUPHAR_LIGAND_ID	2621
1540	lamotrigine	IUPHAR_LIGAND_ID	2622
1579	lidocaine	IUPHAR_LIGAND_ID	2623
2152	phenytoin	IUPHAR_LIGAND_ID	2624
1794	mexiletine	IUPHAR_LIGAND_ID	2629
3611	tiratricol	IUPHAR_LIGAND_ID	2637
2722	tretinoin	IUPHAR_LIGAND_ID	2644
3862	alitretinoin	IUPHAR_LIGAND_ID	2645
3580	tamibarotene	IUPHAR_LIGAND_ID	2648
694	clofibrate	IUPHAR_LIGAND_ID	2667
362	bezafibrate	IUPHAR_LIGAND_ID	2668
2767	troglitazone	IUPHAR_LIGAND_ID	2693
2179	pioglitazone	IUPHAR_LIGAND_ID	2694
1710	mesalazine	IUPHAR_LIGAND_ID	2700
1407	ibuprofen	IUPHAR_LIGAND_ID	2713
865	diclofenac	IUPHAR_LIGAND_ID	2714
1612	lovastatin	IUPHAR_LIGAND_ID	2739
3953	guggulsterone	IUPHAR_LIGAND_ID	2745
2377	rifampicin	IUPHAR_LIGAND_ID	2765
824	dexamethasone	IUPHAR_LIGAND_ID	2768
2044	paclitaxel	IUPHAR_LIGAND_ID	2770
4633	trabectedin	IUPHAR_LIGAND_ID	2774
4727	tacalcitol	IUPHAR_LIGAND_ID	2780
1127	falecalcitriol	IUPHAR_LIGAND_ID	2781
1638	maxacalcitol	IUPHAR_LIGAND_ID	2784
957	doxercalciferol	IUPHAR_LIGAND_ID	2790
2066	paricalcitol	IUPHAR_LIGAND_ID	2791
875	diethylstilbestrol	IUPHAR_LIGAND_ID	2801
2134	phenobarbital	IUPHAR_LIGAND_ID	2804
1805	mifepristone	IUPHAR_LIGAND_ID	2805
361	bexarotene	IUPHAR_LIGAND_ID	2807
3188	estrone	IUPHAR_LIGAND_ID	2818
2351	raloxifene	IUPHAR_LIGAND_ID	2820
3187	estriol	IUPHAR_LIGAND_ID	2821
1368	hexestrol	IUPHAR_LIGAND_ID	2823
90	adenosine	IUPHAR_LIGAND_ID	2844
2607	testosterone	IUPHAR_LIGAND_ID	2858
215	androstenedione	IUPHAR_LIGAND_ID	2860
1210	fluoxymesterone	IUPHAR_LIGAND_ID	2861
367	bicalutamide	IUPHAR_LIGAND_ID	2863
1933	nilutamide	IUPHAR_LIGAND_ID	2864
2245	prednisolone	IUPHAR_LIGAND_ID	2866
2726	triamcinolone acetonide	IUPHAR_LIGAND_ID	2867
2725	triamcinolone	IUPHAR_LIGAND_ID	2870
111	aldosterone	IUPHAR_LIGAND_ID	2872
1191	fludrocortisone acetate	IUPHAR_LIGAND_ID	2873
968	drospirenone	IUPHAR_LIGAND_ID	2874
2475	spironolactone	IUPHAR_LIGAND_ID	2875
1032	eplerenone	IUPHAR_LIGAND_ID	2876
2285	promegestone	IUPHAR_LIGAND_ID	2877
975	dydrogesterone	IUPHAR_LIGAND_ID	2878
1659	medroxyprogesterone	IUPHAR_LIGAND_ID	2879
1962	norethisterone	IUPHAR_LIGAND_ID	2880
1572	levonorgestrel	IUPHAR_LIGAND_ID	2881
4881	suvorexant	IUPHAR_LIGAND_ID	2890
568	celecoxib	IUPHAR_LIGAND_ID	2892
2397	rofecoxib	IUPHAR_LIGAND_ID	2893
2799	valdecoxib	IUPHAR_LIGAND_ID	2894
2063	parecoxib	IUPHAR_LIGAND_ID	2895
1113	etoricoxib	IUPHAR_LIGAND_ID	2896
1618	lumiracoxib	IUPHAR_LIGAND_ID	2897
4374	lorcaserin	IUPHAR_LIGAND_ID	2941
257	atorvastatin	IUPHAR_LIGAND_ID	2949
577	cerivastatin	IUPHAR_LIGAND_ID	2950
1229	fluvastatin	IUPHAR_LIGAND_ID	2951
2239	pravastatin	IUPHAR_LIGAND_ID	2953
2406	rosuvastatin	IUPHAR_LIGAND_ID	2954
2445	simvastatin	IUPHAR_LIGAND_ID	2955
2214	pitavastatin	IUPHAR_LIGAND_ID	3035
1404	ibandronic acid	IUPHAR_LIGAND_ID	3059
4074	minodronic acid	IUPHAR_LIGAND_ID	3164
2868	zoledronic acid	IUPHAR_LIGAND_ID	3177
647	cinacalcet	IUPHAR_LIGAND_ID	3308
2855	zafirlukast	IUPHAR_LIGAND_ID	3322
1836	montelukast	IUPHAR_LIGAND_ID	3340
1802	midazolam	IUPHAR_LIGAND_ID	3342
4326	laropiprant	IUPHAR_LIGAND_ID	3356
852	diazepam	IUPHAR_LIGAND_ID	3364
594	chlordiazepoxide	IUPHAR_LIGAND_ID	3370
4611	stearic acid	IUPHAR_LIGAND_ID	3377
658	ciprofibrate	IUPHAR_LIGAND_ID	3438
1285	gemfibrozil	IUPHAR_LIGAND_ID	3439
2273	procaterol	IUPHAR_LIGAND_ID	3464
1239	formoterol	IUPHAR_LIGAND_ID	3465
230	aprepitant	IUPHAR_LIGAND_ID	3490
392	bosentan	IUPHAR_LIGAND_ID	3494
2491	sufentanil	IUPHAR_LIGAND_ID	3534
2237	pranlukast	IUPHAR_LIGAND_ID	3634
2487	succinic acid	IUPHAR_LIGAND_ID	3637
1567	levodopa	IUPHAR_LIGAND_ID	3639
436	buserelin	IUPHAR_LIGAND_ID	3860
1279	ganirelix	IUPHAR_LIGAND_ID	3877
1327	goserelin	IUPHAR_LIGAND_ID	3879
2975	histrelin	IUPHAR_LIGAND_ID	3884
1868	nafarelin	IUPHAR_LIGAND_ID	3902
2806	valsartan	IUPHAR_LIGAND_ID	3937
4337	ambrisentan	IUPHAR_LIGAND_ID	3951
1366	hexamethonium	IUPHAR_LIGAND_ID	3963
1646	mecamylamine	IUPHAR_LIGAND_ID	3990
2052	pancuronium	IUPHAR_LIGAND_ID	4001
2811	vecuronium	IUPHAR_LIGAND_ID	4002
2396	rocuronium	IUPHAR_LIGAND_ID	4003
4870	vorapaxar	IUPHAR_LIGAND_ID	4047
2162	picrotoxin	IUPHAR_LIGAND_ID	4051
2831	retinol	IUPHAR_LIGAND_ID	4053
221	aniracetam	IUPHAR_LIGAND_ID	4133
493	carbenoxolone	IUPHAR_LIGAND_ID	4151
761	cyclothiazide	IUPHAR_LIGAND_ID	4167
780	dantrolene	IUPHAR_LIGAND_ID	4172
1142	felodipine	IUPHAR_LIGAND_ID	4190
1195	flumazenil	IUPHAR_LIGAND_ID	4192
1202	flunitrazepam	IUPHAR_LIGAND_ID	4193
1219	flurbiprofen	IUPHAR_LIGAND_ID	4194
1328	gossypol	IUPHAR_LIGAND_ID	4204
1358	heparin	IUPHAR_LIGAND_ID	4214
1523	ketamine	IUPHAR_LIGAND_ID	4233
4123	lubiprostone	IUPHAR_LIGAND_ID	4242
1665	mefloquine	IUPHAR_LIGAND_ID	4252
1679	memantine	IUPHAR_LIGAND_ID	4253
1814	minoxidil	IUPHAR_LIGAND_ID	4254
1867	nafamostat	IUPHAR_LIGAND_ID	4262
1990	omeprazole	IUPHAR_LIGAND_ID	4279
2121	phencyclidine	IUPHAR_LIGAND_ID	4282
2163	picrotin	IUPHAR_LIGAND_ID	4286
2197	piracetam	IUPHAR_LIGAND_ID	4288
2271	procaine	IUPHAR_LIGAND_ID	4291
2416	salicylic acid	IUPHAR_LIGAND_ID	4306
2709	toremifene	IUPHAR_LIGAND_ID	4325
2728	triamterene	IUPHAR_LIGAND_ID	4329
2742	triflupromazine	IUPHAR_LIGAND_ID	4330
4228	ivacaftor	IUPHAR_LIGAND_ID	4342
2857	zaleplon	IUPHAR_LIGAND_ID	4345
2870	zolpidem	IUPHAR_LIGAND_ID	4348
2268	probenecid	IUPHAR_LIGAND_ID	4357
4514	teriparatide	IUPHAR_LIGAND_ID	4448
1511	isradipine	IUPHAR_LIGAND_ID	4488
4661	creatine	IUPHAR_LIGAND_ID	4496
347	betaine	IUPHAR_LIGAND_ID	4550
3097	choline	IUPHAR_LIGAND_ID	4551
3301	inosine	IUPHAR_LIGAND_ID	4554
1231	folic acid	IUPHAR_LIGAND_ID	4563
4758	canagliflozin	IUPHAR_LIGAND_ID	4582
3998	octanoic acid	IUPHAR_LIGAND_ID	4585
1150	fenfluramine	IUPHAR_LIGAND_ID	4613
2557	talinolol	IUPHAR_LIGAND_ID	4664
3402	orotic acid	IUPHAR_LIGAND_ID	4690
2801	valganciclovir	IUPHAR_LIGAND_ID	4716
893	dilazep	IUPHAR_LIGAND_ID	4717
882	digoxin	IUPHAR_LIGAND_ID	4726
2201	piretanide	IUPHAR_LIGAND_ID	4742
2441	sildenafil	IUPHAR_LIGAND_ID	4743
4830	empagliflozin	IUPHAR_LIGAND_ID	4754
1725	metformin	IUPHAR_LIGAND_ID	4779
1344	guanidine	IUPHAR_LIGAND_ID	4783
373	biotin	IUPHAR_LIGAND_ID	4787
89	adenine	IUPHAR_LIGAND_ID	4788
2068	paroxetine	IUPHAR_LIGAND_ID	4790
1958	nomifensine	IUPHAR_LIGAND_ID	4792
1283	gemcitabine	IUPHAR_LIGAND_ID	4793
1528	ketoprofen	IUPHAR_LIGAND_ID	4795
1640	mazindol	IUPHAR_LIGAND_ID	4797
2436	sertraline	IUPHAR_LIGAND_ID	4798
667	cladribine	IUPHAR_LIGAND_ID	4799
2332	pyrimethamine	IUPHAR_LIGAND_ID	4800
1184	floxuridine	IUPHAR_LIGAND_ID	4801
1189	fludarabine phosphate	IUPHAR_LIGAND_ID	4802
1732	methamphetamine	IUPHAR_LIGAND_ID	4803
2098	pentostatin	IUPHAR_LIGAND_ID	4805
2818	vidarabine	IUPHAR_LIGAND_ID	4806
924	dipyridamole	IUPHAR_LIGAND_ID	4807
2361	reboxetine	IUPHAR_LIGAND_ID	4808
165	aminohippuric acid	IUPHAR_LIGAND_ID	4810
2270	procainamide	IUPHAR_LIGAND_ID	4811
119	aliskiren	IUPHAR_LIGAND_ID	4812
2422	saquinavir	IUPHAR_LIGAND_ID	4813
1751	methotrexate	IUPHAR_LIGAND_ID	4815
632	cyclacillin	IUPHAR_LIGAND_ID	4817
2648	tiagabine	IUPHAR_LIGAND_ID	4818
1170	fexofenadine	IUPHAR_LIGAND_ID	4819
1154	fenoprofen	IUPHAR_LIGAND_ID	4820
2819	vigabatrin	IUPHAR_LIGAND_ID	4821
2370	reserpine	IUPHAR_LIGAND_ID	4823
